order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
23,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=5,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=209,"Kuna meno katika nusu ya kwanza ya taya ya juu tu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_5a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=6,"Meno yanapatikana karibu kwenye taya ya juu yote.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_5b.jpg,,"['', '', '©P. Lai', '©B. Stanley; USNM 485827', 'Chagua', 'Chagua']",,,©P. Lai | ©B. Stanley; USNM 485827
29,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=200,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_200a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_200b.jpg,['Spishi 1 imepatikana Tanzania: Steno bredanensis. Jina la mnyama huyu linatokana na nyufa na mistari wima kwenye meno yake.'],Steno,,©P. Hamilton | ©P. Lai
31,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=201,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_201a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_201b.jpg,['Spishi 1 imepatikana Tanzania: Lagenodelphis hosei. Mnyama huyu ana pua fupi.'],Lagenodelphis,,©P. Hamilton | ©B. Stanley
34,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=199,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_199a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_199b.jpg,['Spishi 1 imepatikana Tanzania: Sousa chinensis. Mnyama huyu wa baharini ana tuta lililoinuka mgongoni. Usichanganye jina la mnyama huyu na la « Humpback Whale » (Megaptera).'],Sousa,,©P. Hamilton | ©B. Stanley
35,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=211,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_211a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_211b.jpg,['Spishi 1 imepatikana Tanzania: Tursiops truncatus. Spishi hii inajulikana kuliko zote kwa sababu kuna kubwa ya wanyama hawa wapo kwenye bustani za wanyama mahali pengi ulimwenguni.'],Tursiops,,©P. Hamilton | ©R. Banasiak & P. Lai
33,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=10,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=199,"Pande mbili za taya ya chini zimeungana kwa takribani ¼ ya urefu wa taya ya chini.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_10a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=211,"Pande mbili za taya ya chini zimeungana kwa takribani ¼ ya urefu wa taya ya chini.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_10b.jpg,,"['', '', '©B. Stanley; USNM 258859', '©R. Banasiak', 'Chagua', 'Chagua']",,,©B. Stanley; USNM 258859 | ©R. Banasiak
37,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=203,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_203a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_203b.jpg,['Spishi 1 imepatikana Tanzania: Delphinus delphis. Hakuna taarifa kamili zinazoeleza mnyama huyu anaishi maeneo gani ya pwani ya Tanzania. Mnyama huyu ana manyoya yenye rangi tofauti pembeni.'],Delphinus,,©M. Svendsen | ©P. Lai
38,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=202,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_202a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_202b.jpg,"['Spishi 2 zimepatikana Tanzania: Stenella attenuata na Stenella longirostris. Stenella longirostris (Spinner Dolphin) ana mdomo mrefu, pezi ya mgongoni ndefu na iliyonyooka na Stenella attenuata (the Bridled Dolphin) ana madoa pembeni.']",Stenella,,©P. Hamilton | ©P. Lai
36,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=11,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=203,"Kuna mistari kwenye paa la kinywa.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_11a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=202,"Hakuna mistari kwenye paa la kinywa.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_11b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Chagua', 'Chagua']",,,©P. Lai | ©P. Lai
32,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=9,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=10,Kipenyo cha jino kubwa kuliko yote kwenye taya ya juu au ya chini ni 5 mm au zaidi yake.,http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_9a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=11,"Kipenyo cha jino kubwa kuliko yote kwenye taya ya juu au ya chini ni 4 mm au chini yake.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_9b.jpg,,"['', '', '©P. Lai', '©P. Lai', 'Chagua', 'Chagua']",,,©P. Lai | ©P. Lai
30,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=8,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=201,"Sehemu ya mgongo ya “rostrum” ni bapa ukiangalia kutoka upande.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_8a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=9,"Sehemu ya mgongo ya “rostrum” imebinuka ukiangalia kutoka upande.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_8b.jpg,,"['', '', '©B. Stanley; USNM 550022', '©P. Lai', 'Chagua', 'Chagua']",,,©B. Stanley; USNM 550022 | ©P. Lai
28,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=7,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=200,"Meno yana ncha ngumu (rough) zilizo kama mistari wima.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_7a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=8,"Meno ni laini na hayana ncha ngumu zilizo kama mistari iliyo wima.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_7b.jpg,,"['', '', '©P. Lai & B. Stanley; USNM 49628', '©P. Lai', 'Chagua', 'Chagua']",,,©P. Lai & B. Stanley; USNM 49628 | ©P. Lai
22,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=4,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=5,"Pande za taya za juu na chini zina jumla ya meno 26 au chini yake.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=7,"Pande za taya za juu na chini, zina jumla ya meno 40 au zaidi.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_4b.jpg,,"['', '', '©B. Stanley; USNM 485827', '©R. Banasiak', 'Chagua', 'Chagua']",,,©B. Stanley; USNM 485827 | ©R. Banasiak
16,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=1,Option-page,Sehemu: Odontoceti,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=2,"(Sehemu hii ya taarifa imetokana na Best, 1971 na kufanyiwa marekebisho).
Kuna meno katika taya ya chini tu.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=29&key=4,"(Sehemu hii ya taarifa imetokana na Best, 1971 na kufanyiwa marekebisho).
Kuna meno kwenye taya za juu na chini.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Odontoceti_1b.jpg,,"['', '', '©R. Banasiak', '©P. Lai & B. Stanley; USNM 485827', 'Chagua', 'Chagua']",,,©R. Banasiak | ©P. Lai & B. Stanley; USNM 485827
40,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=12,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_O_afer_12_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_O_afer_12_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_O_afer_12.jpg,,"Orycteropus afer (Pallas, 1766)",,
45,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=605,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_T_swinderianus_605_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_T_swinderianus_605.jpg,,"Thryonomys swinderianus (Temminck, 1827)",,
46,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=604,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_T_gregorianus_604_a2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_T_gregorianus_604_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_T_gregorianus_604.jpg,,"Thryonomys gregorianus (Thomas, 1894)",,
44,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=58,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=605,A.  Fuu limepinda kuelekea mbele.B.  Urefu wa mkia ni zaidi ya 160 mm.C.  Tumbo ni jeupe.,http://archive.fieldmuseum.org/tanzania/Key_Images/Thryonomys_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=604,A.  Fuu halijapinda kuelekea mbele.B.  Urefu wa mkia ni chini ya 160 mm.C.  Tumbo siyo jeupe.,http://archive.fieldmuseum.org/tanzania/Key_Images/Thryonomys_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
50,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=603,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_cristata_603_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_cristata_603_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_cristata_603.jpg,,"Hystrix cristata Linnaeus, 1758",,
51,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=602,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_africaeaustralis_602_b2.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_africaeaustralis_602.jpg,,"Hystrix africaeaustralis Peters, 1852",,
49,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=57,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=603,"A.  Upana wa mfupa wa “premaxilla” ni 40% ya upana wa pua na mifupa ya pua ina urefu ambao ni zaidi ya 57% ya urefu wa “occipitonasal” .B.  Ukiangalia kwa wima,  “zygomatic process” siyo pana.C.  Manyoya makubwa mwishoni mwa mkia ni membamba na yana urefu chini ya 50 mm.D.  Mstari kwenye tako una madoa madogo madogo meusi.",http://archive.fieldmuseum.org/tanzania/Key_Images/Hystrix_1_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=602,"A.  Upana wa mfupa wa “premaxilla” ni chini ya 40% ya upana wa pua; mifupa ya pua ina urefu ambao ni chini ya zaidi ya 58% ya urefu wa “occipitonasal” .B.  Ukiangalia kwa wima, “zygomatic process” ni pana.C.  Manyoya makubwa mwishoni mwa mkia ni manene na yana urefu zaidi ya 50 mm.D.  Mstari kwenye tako ni mweupe.",http://archive.fieldmuseum.org/tanzania/Key_Images/Hystrix_1_1b.jpg,,"['', '', '©R. Banasiak', '©R. Banasiak', 'Chagua', 'Chagua']",,,©R. Banasiak | ©R. Banasiak
52,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=595,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_surdaster_595_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_surdaster_595.jpg,,"Petedes surdaster (Thomas, 1902)",,
48,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=4,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=57,"Unapoangalia kutoka upande, kato za juu zinaendelea na kuvuka mwisho kabisa wa mfupa wa pua.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_4a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=595,"Unapoangalia kutoka upande, kato za juu haziendelei wala kuvuka mwisho wa mfupa wa pua.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_4b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Chagua', 'Chagua']",,,©P.Lai | ©P.Lai
55,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=70,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/Key_Images/Results_70a.jpg | http://archive.fieldmuseum.org/tanzania/Key_Images/Results_70b.jpg,['Spishi 2 zimepatikana Tanzania: Cryptomys hottentotus na Cryptomys mechowi. Kato nyeupe zinamtofautisha fuko huyu anayeishi chini ya ardhi na Tachyoryctes; manyoya yake mafupi yanamtofautisha na Heliophobius.'],Cryptomys,,©R. Killackey | ©P. Lai
56,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=599,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_H_argenteocinereus_599_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_H_argenteocinereus_599_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_H_argenteocinereus_599.jpg,,"Heliophobius argenteocinereus Peters, 1846",,
54,http://archive.fieldmuseum.org/tanzania/SkullKey_swa.asp?catalog=1&setion=15&key=6,Option-page,Sehemu: Rodentia,http://archive.fieldmuseum.org/tanzania/SkullKey_end_swa.asp?ID=70,"A.  Eneo lililo nyuma ya paa gumu la kinywa ni bapa na halina mashimo wala uvimbe kwenye hamular processes.
B.  Eneo kati ya mifupa miwili ya pterygoid halina umbo la “V”.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_6a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=599,"A.  Eneo lililo nyuma ya paa gumu la kinywa lina mashimo na uvimbe kwenye hamular processes
B.  Eneo kati ya mifupa miwili ya pterygoid lina umbo la “V”.
",http://archive.fieldmuseum.org/tanzania/Key_Images/Rodentia_6b.jpg,,"['', '', '©P.Lai', '©P.Lai', 'Chagua', 'Chagua']",,,©P.Lai | ©P.Lai
