order,url,page_type,section,opt_a_link,opt_a_text,opt_a_img,opt_b_link,opt_b_text,opt_b_img,other_images,other_text,match_taxon,match_common,image_credits
10,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=10,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=138,"Chaguo A
Uanishaji huu wa spishi za Epomophorus umebadilishwa kidogo kutoka Boulay na Robbins (1989) na Bergmans (1997) .A.  Urefu wa kigasha ni zaidi ya 67 mmm.B.  Kuna tuta moja tu la kukingama kwenye kaakaa laini la nyuma ya magego; matuta yote ya kukingama kwenye taya mbele ya magego na kabla hayajagawanyika.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=11,"Chaguo B
Uanishaji huu wa spishi za Epomophorus umebadilishwa kidogo kutoka Boulay na Robbins (1989) na Bergmans (1997) .A.  Kigasha kina urefu chini ya 67 mm (kama ni zaidi, basi kuna zaidi ya tuta moja ya kukingama kwenye kaakaa laini nyuma ya magego ya mwisho).B.  Kuna zaidi ya tuta moja la kukingama nyuma ya magego.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Epomophorus_2_1b.jpg,,,,,©R. Banasiak | ©R. Banasiak
6,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=3,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=13,"Chaguo A
A. Kichwa ni mviringo na pua haijachongoka.
B. Kuna matuta 2 au zaidi (hadi 7) kwenye paa la kinywa laini, nyuma ya meno ya mwisho ya taya ya juu. Matuta haya ni tofauti na matuta yaliyopo katikati ya meno kwani sio imara kama hayo.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=10,"Chaguo B
A. Kichwa na pua ni virefu
B. Kuna tuta 1 au 2 kwenye paa la kinywa laini nyuma ya meno ya mwisho ya taya ya juu. Matuta haya siyo tofauti na matuta yaliyopo katikati ya meno.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_3b.jpg,,,,,©P. Lai | ©P. Lai
4,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=2,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=144,"Chaguo A
Kigasha (forearm) kirefu kuliko vyote ni chini ya 60 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=3,"Chaguo B
Kigasha kirefu kuliko vyote ni zaidi ya 60 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_2b.jpg,,,,,©P. Lai | ©P. Lai
20,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=148,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_voeltzkowi_148_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_voeltzkowi_148_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_voeltzkowi_148_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_voeltzkowi_148_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_voeltzkowi_148_c.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_voeltzkowi_148.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_voeltzkowi_148_b.jpg,,"Pteropus voeltzkowi Matschie, 1909",,
21,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=147,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_P_seychellensis_147_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_P_seychellensis_147_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_seychellensis_147_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_P_seychellensis_147_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_seychellensis_147.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_P_seychellensis_147_b.jpg,,"Pteropus seychellensis comorensis Milne-Edwards, 1877",,
19,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=7,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=148,"Chaguo A
A.  Masikio yana urefu chini ya 27 mm.B.  Kichwa kina rangi nyekundu iliyokoleza na tumbo lina rangi ya machungwa.C.  Kielelezo kilikamatwa Kisiwani Pemba.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Pteropus_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=147,"Chaguo B
A.  Masikio yana urefu zaidi ya 27 mm.B.  Sehemu za mabega, katikati ya mgongo na tumbo zina rangi ya manjano.C.  Kielelezo kilikamatwa Kisiwani Mafia.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Pteropus_2_1b.jpg,,,,,©B. Stanley | ©B. Stanley
22,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=132,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_E_helvum_132_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_E_helvum_132_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_E_helvum_132_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_E_helvum_132.jpg,,"Eidolon helvum (Kerr, 1792)",,
18,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=5,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=7,"Chaguo A
A. Mkia hauonekani.
B. Hakuna tofauti kubwa mgongoni mwa mnyama, kati ya manyoya ya mgongoni na ngozi ya mabawa.
C. Kuna tofauti kubwa kati ya manyoya mekundu na manjano ya sehemu ya juu ya mgongoni na kichwani na manyoya meusi ya sehemu ya chini ya mgongo.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_5a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=132,"Chaguo B
A.  Mkia ni mfupi.
B.  Kuna tofauti kubwa kati ya manyoya ya manjano na kahawia ya mgongoni na ngozi nyeusi tupu ya kwenye mabawa.
C.  Hakuna tofauti kati ya manyoya ya sehemu ya juu ya mgongoni na kichwani na manyoya ya sehemu ya chini ya mgongoni.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_5b.jpg,,,,,©P. Lai | ©P. Lai
24,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=145,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_M_relicta_145_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_M_relicta_145_a.jpg,,"Myonycteris relicta Bergmans, 1980",,
26,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=149,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_aegyptiacus_149_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_aegyptiacus_149_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_aegyptiacus_149.jpg,,"Rousettus aegyptiacus (E. Geoffroy, 1810)",,
28,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=150,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_lanosus_150_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_lanosus_150_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_R_lanosus_150_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_R_lanosus_150_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_lanosus_150.jpg,,"Rousettus lanosus Thomas, 1906",,
29,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=142,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_angolensis_142_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_angolensis_142_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Description_L_angolensis_142_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_angolensis_142.jpg,,"Lissonycteris angolensis (Bocage, 1898)",,
27,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=9,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=150,"Chaguo A
A.  Urefu wa muundi ni zaidi ya 35 mm.B.  Madume hayana manyoya magumu kifuani.C.  Mkia una urefu wa takribani 10 mm.D.  Magego ni membamba sana.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=142,"Chaguo B
A.  Urefu wa muundi ni chini ya 35 mm.B.  Madume mazima yana manyoya magumu kifuani.C.  Mkia ni mdogo na hauonekani vizuri.D.  Magego ni mapana.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_2_2b.jpg,,,,,©R. Banasiak | ©R. Banasiak
25,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=8,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=149,"Chaguo A
A.  Urefu wa kigasha ni zaidi ya 90 mm.B.  Manyoya ya juu kati ya mabega ni machache.C.  Madume hayana manyoya magumu kifuani.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=9,"Chaguo B
A.  Urefu wa kigasha ni chini ya 90 mm.B.  Manyoya ya juu kati ya mabega siyo machache.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Rousettus_2_1b.jpg,,,,,©R. Banasiak | ©R. Banasiak
23,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=6,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=145,"Chaguo A
Kigasha kirefu kuliko vyote ni chini ya 65 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_6a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=8,"Chaguo B
Kigasha kirefu kuliko vyote ni zaidi ya 65 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_6b.jpg,,,,,©P. Lai | ©P. Lai
17,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=4,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=5,"Chaguo A
Kigasha kirefu kuliko vyote ni zaidi ya 110 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_4a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=6,"Chaguo B
Kigasha kirefu kuliko vyote ni chini ya 110 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_4b.jpg,,,,,©P. Lai | ©P. Lai
3,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=1,Option-page,Sehemu: Megachiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=2,"Chaguo A
A. Kuna kishungi cha manyoya meupe au njano sehemu ya chini ya kila sikio.
B. Madume yana kishungi cha manyoya meupe au manjano kwenye mabega.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=5&key=4,"Chaguo B
A.  Hakuna kishungi cha manyoya meupe au njano sehemu ya chini ya kila sikio.
B.  Madume hayana kishungi cha manyoya meupe au manjano kwenye mabega lakini wakati mwingine yanakuwa na kola ya manyoya magumu shingoni.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Chiro_Mega_2_1b.jpg,,,,,©P. Lai | ©P. Lai
32,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=179,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_L_frons_179_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_L_frons_179_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_L_frons_179.jpg,,"Lavia frons (E. Geoffroy, 1810)",,
33,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=178,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_C_cor_178_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_C_cor_178_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_C_cor_178.jpg,,"Cardioderma cor (Peters, 1872)",,
31,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=9&key=1,Option-page,Sehemu: Megadermatidae,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=179,"Chaguo A
A.  Urefu wa kipande cha ngozi kinachojitokeza ni zaidi ya 15 mm na mwisho wake siyo mviringo.
B.  Urefu wa “tragus” ni zaidi ya nusu ya urefu wa sikio.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Megaderm_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=178,"Chaguo B
A.  Urefu wa kipande cha ngozi kinachojitokeza ni chini ya 15 mm na ncha yake ni mviringo.
B.  Urefu wa “tragus” ni chini ya nusu ya urefu wa sikio.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Megaderm_2_1b.jpg,,,,,©P. Lai | ©B. Stanley
38,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=196,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_nana_196_b.jpg,,"Nycteris nana (K. Andersen, 1912)",,
39,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=190,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_arge_190_b.jpg,,"Nycteris arge Thomas, 1903",,
37,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=18,Option-page,Sehemu: Microchiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=196,"Chaguo A
Urefu wa «condylocanine» ya fuu ni zaidi ya 15 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_2a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=190,"Chaguo B
Urefu wa “condylocanine” wa fuu ni chini ya 15 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_2b.jpg,,,,,©R. Banasiak | ©R. Banasiak
42,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=192,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_grandis_192_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_grandis_192_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_grandis_192.jpg,,"Nycteris grandis Peters, 1865",,
43,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=193,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_hispida_193_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_hispida_193_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_hispida_193.jpg,,"Nycteris hispida (Schreber, 1775)",,
41,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=20,Option-page,Sehemu: Microchiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=192,"Chaguo A
A.  Urefu wa forearm ni zaidi ya 50 mm.B.  Sikio lina urefu zaidi ya 26 mm.C.  Urefu wa «condylocanine» ya fuu ni zaidi ya 18 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_4a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=193,"Chaguo B
A.  Urefu wa kigasha ni chini ya 50 mm.B.  Sikio lina urefu chini ya 26 mm.C.  Urefu wa «condylocanine» ya fuu ni chini ya 18 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_4b.jpg,,,,,©R. Banasiak | ©R. Banasiak
46,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=195,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_macrotis_195_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_macrotis_195.jpg,,"Nycteris macrotis Dobson, 1876",,
47,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=198,Match-page,,,,,,,,,,"Nycteris woodi K. Andersen, 1914",,
45,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=22,Option-page,Sehemu: Microchiroptera,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=195,"Chaguo A
Urefu wa kigasha ni zaidi ya 36 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_6a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=198,"Chaguo B
Urefu wa kigasha ni chini ya 36 mm.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_6b.jpg,,,,,©R. Banasiak | ©R. Banasiak
48,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=197,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_N_thebaica_197_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_N_thebaica_197_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_N_thebaica_197.jpg,,"Nycteris thebaica E. Geoffroy, 1818",,
44,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=21,Option-page,Sehemu: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=22,"Chaguo A
Kipande cha ngozi ndani ya sikio kina umbo la nusu mwezi.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_5a.jpg,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=197,"Chaguo B
Kipande cha ngozi ndani ya sikio kina umbo la mviringo.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_5b.jpg,,,,,©R. Banasiak | ©R. Banasiak
40,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=19,Option-page,Sehemu: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=20,"Chaguo A
Kato za juu zimegawanyika mara tatu.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_3a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=21,"Chaguo B
Kato za juu zimegawanyika mara mbili.
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_3b.jpg,,,,,©R. Banasiak | ©R. Banasiak
36,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=17,Option-page,Sehemu: Microchiroptera,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=18,"Chaguo A
Uainishaji huu wa Nycteris unatokana na Koopman (1975) na Meester, et al. (1986).Sehemu ya juu ya jino dogo kabisa kwenye safu ya meno ya chini (jino la nyuma kabla ya gego la chini) imejitokeza juu ya “cingulum” ya jino la kila upande wake (jino la mbele kabla ya gego la juu na gego la kwanza la juu).
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_1a.jpg,http://archive.fieldmuseum.org/tanzania/SkinKey_swa.asp?catalog=2&setion=6&key=19,"Chaguo B
Sehemu ya juu ya jino dogo kabisa kwenye safu ya meno ya chini (jino la nyuma kabla ya gego la chini) inajitokeza chini ya “cingulum” ya jino la kila upande wake au iko pamoja nayo (jino la mbele kabla ya gego la juu na gego la kwanza la juu).
Chagua",http://archive.fieldmuseum.org/tanzania/Key_Images/Nycteris_2_1b.jpg,,,,,©R. Banasiak | ©R. Banasiak
51,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=158,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_hildebrandtii_158_a.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Results_R_hildebrandtii_158_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_hildebrandtii_158.jpg,,"Rhinolophus hildebrandtii Peters, 1878",,
55,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=156,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_eloquens_156.jpg,,"Rhinolophus eloquens K. Andersen, 1905",,
56,http://archive.fieldmuseum.org/tanzania/Species_swa.asp?ID=157,Match-page,,,,,,,,http://archive.fieldmuseum.org/tanzania/species_images/Results_R_fumigatus_157_b.jpg | http://archive.fieldmuseum.org/tanzania/species_images/Maps_R_fumigatus_157.jpg,,"Rhinolophus fumigatus Ruppell, 1842",,
